"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"85974-4","Streptococcus pneumoniae Датський серотип 12F Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","Streptococcus pneumoniae Датський серотип 12F IgG Свтк ІА-МасКнц","Streptococcus pneumoniae Датський серотип 12F IgG Антитіла [Маса/об'єм] у сироватці методом імуноаналізу","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; MEIA; Microbiology; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pneum Da 12F; S pneum Da 12F Ab; S pneum Da 12F IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; SUDS; U.S. serotype 12","Streptococcus pneumoniae Датський серотип 12F IgG ІА (Свтк) [Маса/об'єм]"
"85977-7","Streptococcus pneumoniae Датський серотип 12F Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Streptococcus pneumoniae Датський серотип 12F IgG Свтк-МасКнц","Streptococcus pneumoniae Датський серотип 12F IgG Антитіла [Маса/об'єм] у сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; Microbiology; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pneum Da 12F; S pneum Da 12F Ab; S pneum Da 12F IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; U.S. serotype 12","Streptococcus pneumoniae Датський серотип 12F IgG (Свтк) [Маса/об'єм]"
"9628-9","О-десметилвенлафаксин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Наркотична токсикологія","О-десметилвенлафаксин СвткПлаз-МасКнц","О-десметилвенлафаксин [Маса/об'єм] у сироватці чи плазмі","Desmeth; Desvenlafaxine; DRUG/TOXICOLOGY; Drugs; Level; Mass concentration; Norvenlafaxin; Norvenlafaxine; O-desmethylvenlafaxine; ODV; Pl; Plasma; Plsm; Point in time; Pristiq; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Venlafaxine metabolite","О-десметилвенлафаксин [Маса/об'єм]"
"9658-6","Giardia lamblia Антитіла.IgA","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Giardia lamblia IgA Свтк-ДовКонц","Giardia lamblia IgA Антитіла [Кількість/об'єм] у Сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; Beaver fever; G duodenalis; G intestinalis; G lamblia; Giardiasis; ID; Immune globulin A; Immunoglobulin A; Infectious Disease; InfectiousDisease; Lamblia intestinalis; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR","Giardia lamblia IgA Кільк (Свтк)"
"9630-5","Венлафаксин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Наркотична токсикологія","Венлафаксин СвткПлаз-МасКнц","Венлафаксин [Маса/об'єм] у сироватці чи плазмі","DRUG/TOXICOLOGY; Drugs; Efexor; Effexor; Level; Mass concentration; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; Venlafaxin","Венлафаксин [Маса/об'єм]"
"9711-3","Coxiella burnetii фаза 2 Антитіла.IgM","Титр","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Coxiella burnetii фаза 2 IgM Титр Свтк","Coxiella burnetii фаза 2 IgM Антитіла [Титр] у сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; C burnet; C burnet Ph2; C burnetii; Coxiella burnetii phase II; Coxiella burnettii; Dilution factor; Dilution Factor (Titer); ID; II; Immune globulin M; Immunoglobulin M; Infectious Disease; InfectiousDisease; Microbiology; Point in time; Q fev; Q fever; Qfever; QNT; Quan; Quant; Quantitative; Random; Serum; SR; Titer; Titered; Titre; Ttr","Coxiella burnetii фаза 2 IgM (Свтк) [Титр]"
"9750-1","Вірус Коксакі А10 Антитіла","Титр","МоментЧасу","Сироватка","Кількісно","Зв'язування комплементу","Мікробіологія","Вірус Коксакі А10 Антитіла Титр Свтк Зв'язКомпл","Вірус Коксакі А10 Антитіла [Титр] у Сироватці методом Зв'язування комплементу","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; CAV; CF; Comp fixation; Compfix; Complement fixation; Coxsackie; Coxsackie virus; CV; CV A10; Dilution factor; Dilution Factor (Titer); ID; Infectious Disease; InfectiousDisease; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; Titer; Titered; Titre; Ttr","Вірус Коксакі А10 Антитіла Зв'язКомпл (Свтк) [Титр]"
"9624-8","Ванілілманделат","Масова Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Ванілілманделат Сеча-МасКнц","Ванілілманделат [Маса/об'єм] у сечі","3-methoxy-4-hydroxymandelate; 3-methyl,4-hydroxy mandelate; 3-methyl,4-oh mandelic acid; Catecholamine metabolite; Chemistry; HMMA; Hydroxy-methoxy-mandelate; Hydroxy-methoxy-mandelic acid; Level; Mass concentration; MHMA; Point in time; QNT; Quan; Quant; Quantitative; Random; Tumor marker; UA; UniversalLabOrders; UR; Urn; Vanillylmandelic acid; VMA","Ванілілманделат (Сеча) [Маса/об'єм]"
"85991-8","Streptococcus pneumoniae Датський серотип 14 Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Streptococcus pneumoniae Датський серотип 14 IgG Свтк-МасКнц","Streptococcus pneumoniae Датський серотип 14 IgG Антитіла [Маса/об'єм] у сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; Microbiology; PCV13; PCV7; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pneum Da 14; S pneum Da 14 Ab; S pneum Da 14 IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; U.S. serotype 14","Streptococcus pneumoniae Датський серотип 14 IgG (Свтк) [Маса/об'єм]"
"86021-3","Streptococcus pneumoniae Датський серотип 19F Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","Streptococcus pneumoniae Датський серотип 19F IgG Свтк ІА-МасКнц","Streptococcus pneumoniae Датський серотип 19F IgG Антитіла [Маса/об'єм] у сироватці методом імуноаналізу","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; MEIA; Microbiology; PCV13; PCV7; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pn Da sero 19F; S pneum Da 19F Ab; S pneum Da 19F IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; SUDS; U.S. serotype 19","Streptococcus pneumoniae Датський серотип 19F IgG ІА (Свтк) [Маса/об'єм]"
"86024-7","Streptococcus pneumoniae Датський серотип 19F Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Streptococcus pneumoniae Датський серотип 19F IgG Свтк-МасКнц","Streptococcus pneumoniae Датський серотип 19F IgG Антитіла [Маса/об'єм] у сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; Microbiology; PCV13; PCV7; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pn Da sero 19F; S pneum Da 19F Ab; S pneum Da 19F IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; U.S. serotype 19","Streptococcus pneumoniae Датський серотип 19F IgG (Свтк) [Маса/об'єм]"
"86064-3","Streptococcus pneumoniae Датський серотип 23F Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","Streptococcus pneumoniae Датський серотип 23F IgG Свтк-МасКнц","Streptococcus pneumoniae Датський серотип 23F IgG Антитіла [Маса/об'єм] у сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; Microbiology; PCV13; PCV7; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pneum Da 23F; S pneum Da 23F Ab; S pneum Da 23F IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; U.S. serotype 23","Streptococcus pneumoniae Датський серотип 23F IgG (Свтк) [Маса/об'єм]"
"86081-7","Streptococcus pneumoniae Датський серотип 3 Антитіла.IgG","Масова Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","Streptococcus pneumoniae Датський серотип 3 IgG Свтк ІА-МасКнц","Streptococcus pneumoniae Датський серотип 3 IgG Антитіла [Маса/об'єм] у сироватці методом імуноаналізу","ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; EIA; ELFA; ELISA; Enzyme immunoassay; IAA; ID; III; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Level; Mass concentration; MEIA; Microbiology; PCV13; Pneu; pneum; Pneumo; Pneumococ; Pneumococcal; Pneumococcal pneumonia; Pneumococcus; Pneumon; Pneumonia; Point in time; PPSV23; QNT; Quan; Quant; Quantitative; Random; S pneum Da 3; S pneum Da 3 Ab; S pneum Da 3 IgG; S pneum Da type; S pneumo; S pneumoniae; Serum; Spn; SR; Strep; Strept; SUDS; U.S. serotype 3","Streptococcus pneumoniae Датський серотип 3 IgG ІА (Свтк) [Маса/об'єм]"
"86453-8","О-нортрамадол","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Наркотична токсикологія","О-нортрамадол Сеча Пор","О-нортрамадол [Наявність] у сечі","Addiction; Desmeth; DRUG/TOXICOLOGY; Drugs; Drugs of abuse; Illicit; N-desmethyltramadol; NDT; Notramadol; O-desmethyltramadol; ODT; Ordinal; Point in time; PotentialForAbuse; PR; QL; Qual; Qualitative; Random; Screen; Tramadol metabolite; UA; UR; Urn","О-нортрамадол Пор (Сеча)"
