"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"49073-0","Wirus grypy A Ab.IgG","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","IgG Przeciwciała do wirusa grypy typ A Przeciwciała IgG do antygenu A Przeciwciała IgG do wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"48411-3","Grzyb zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwnik immunologiczny","MICRO","","","barwnik immunologiczny Grzyb wykryty",""
"48665-4","IgA.syntetyzowana wewnątrzoponowo","stężenie masowe","punkt w czasie","surowica i płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","IgA syntetyzowane wewnątrzoponowo Immunoglobulina A",""
"49075-5","Wirus grypy A Ab.IgM","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","IgM Przeciwciała do wirusa grypy typ A Przeciwciała IgM do antygenu A Przeciwciała IgM do wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"49094-6","Arbowirus Ab IgG & IgM panel","-","punkt w czasie","płyn mózgowo-rdzeniowy","-","immunofluorescencja","panele mikrobiologiczne","","","Arbowirus IgG IgM Panel przeciwciał IgG i IgM do Arbowirus Przeciwciała do Arbowirusa Przeciwciała IgG do Arbowirusa",""
"49175-3","Ludzki bocawirus Ab.IgG","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","IgG Ludzki bocawirus Przeciwciała do ludzkiego bocawirusa Przeciwciała IgG do ludzkiefo bocawirusa",""
"49463-3","CD1 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD1",""
"49466-6","CD2 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD2",""
"49470-8","CD35 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD35",""
"48670-4","IgVH gen analiza mutacji ukierunkowanych","wynik","punkt w czasie","krew lub tkanka","dokument","genetyka molekularna","patologia molekularna, mutacje","","","Gen IgVH",""
"48709-0","Echinocyty/100 erytrocytów","frakcja liczbowa","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","zliczanie ręczne","morfologia krwi","","","",""
"48717-3","Leishmania mexicana Ab.IgM","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","MICRO","","","IgM Leishmania mexicana Przeciwciała do Leishmania mexicana Przeciwciała IgM do Leishmania mexicana",""
"48718-1","Leishmania mexicana Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","immunofluorescencja","MICRO","","","IgG Leishmania mexicana Przeciwciała do Leishmania mexicana Przeciwciała IgG do Leishmania mexicana",""
"48722-3","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","płyn ustrojowy","cecha","barwienie fioletem krystalicznym","MICRO","","","",""
"48771-0","Łańcuchy lekkie immunoglobuliny.kappa","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny",""
"48773-6","Łańcuchy lekkie immunoglobuliny.kappa/łańcuchy lekkie lambda immunoglobuliny","współczynnik masowy","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy immunoglobulin lekkie kappa / łańcuchy immunoglobulin lekkie lambda Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny Łańcuchy lekkie lambda immunoglobuliny",""
"48775-1","Łańcuchy lekkie immunoglobulin.lambda.wolne","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin Łańcuchy lekkie lambda immunoglobuliny Łańcuchy lekkie wolne lambda",""
"48784-3","Wirus opryszczki pospolitej 2 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa opryszczki pospolitej typu 2 Wirus opryszczki pospolitej Wirus opryszczki pospolitej typu 2",""
"49474-0","CD163 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD163",""
"49525-9","Wirus grypy A H5 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa grypy typ A podtyp H5 Wirus grypy Wirus grypy typ A Wirus grypy typ A podtyp H5",""
"49533-3","Influenza wirus B Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do antygenu B Przeciwciała do wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"49536-6","Influenza wirus B RNA","wykrycie lub identyfikacja","punkt w czasie","izolat","cecha","sekwencjonowanie","MICRO","","","RNA wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"49538-2","Wirus grypy zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","hodowla w fiolkach typu shell","MICRO","","","Wirus grypy Wirus grypy wykryty Wykryto wirusa wykryty",""
"49539-0","Wirus cytomegalii Ab.IgM","granica wykrywalności","punkt w czasie","surowica lub osocze","półilościowy","immunofluorescencja","MICRO","","","Cytomegalowirus IgM Przecwciała do cytomegalowirusa Przecwciała IgM do cytomegalowirusa",""
"49658-8","HIV panel wrażliwości na nukleozydowe inhibitory odwrotnej transkryptazy","-","punkt w czasie","izolat","-","genotypowanie","panele wrażliwości na antybiotyki","","","Panel wrażliwości ludzkiego wirusa niedoboru odporności na nukleozydowe inhibitory odwrotnej transkryptazy",""
"49659-6","HIV panel wrażliwości na inhibitory odwrotnej transkryptazy","-","punkt w czasie","izolat","-","genotypowanie","panele wrażliwości na antybiotyki","","","Panel wrażliwości ludzkiego wirusa niedoboru odporności na inhibitory odwrotnej transkryptazy",""
"49074-8","Wirus grypy A Ab.IgA","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","Immunoglobulina A Przeciwciała do wirusa grypy typ A Przeciwciała IgA do wirusa grypy typ A Wirus grypy Wirus grypy typ A",""
"49077-1","Influenza wirus B Ab.IgG","stężenie masowe","punkt w czasie","płyn mózgowo-rdzeniowy","ilościowy","","MICRO","","","IgG Przeciwciała do antygenu B Przeciwciała do wirusa grypy typu B Przeciwciała IgG do antygenu B Przeciwciała IgG do wirusa grypy typu B Wirus grypy Wirus grypy typu B",""
"49103-5","Wałeczki leukocytarne","liczba w jednostce powierzchni","punkt w czasie","osad moczu","ilościowy","mikroskopia świetlna w dużym powiększeniu","badanie moczu","","","",""
"49117-5","Norowirus Ag","granica wykrywalności","punkt w czasie","kał","półilościowy","","MICRO","","","Antygen norowirusa Norowirus",""
"49195-1","Wirus kalifornijskiego zapalenia mózgu Ab.IgG","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","MICRO","","","IgG Przeciwciała do wirusa kalifornijskiego zapalenia mózgu Przeciwciała IgG do wirusa kalifornijskiego zapalenia mózgu Wirus kalifornijskiego zapalenia mózgu",""
"49224-9","Leukocyty","liczba w jednostce powierzchni","punkt w czasie","nasienie","ilościowy","mikroskopia świetlna w dużym powiększeniu","morfologia krwi","","","Leukocyty",""
"49465-8","CD14 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD14",""
"48805-6","Panel: agregacja płytek krwi","-","punkt w czasie","osocze bogatopłytkowe","-","","panele koagulogiczne","","","PRP",""
"48998-9","Dehydrogenaza 6-fosfoglukonianowa","zawartość katalityczna","punkt w czasie","krwinki czerwone","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Dehydrogenaza 6-fosfoglukonianowa (G6PDH)",""
"49663-8","HIV panel wrażliwości na nukleozydowe inhibitory odwrotnej transkryptazy","-","punkt w czasie","izolat","-","fenotypowanie","panele wrażliwości na antybiotyki","","","Panel wrażliwości ludzkiego wirusa niedoboru odporności na nukleozydowe inhibitory odwrotnej transkryptazy",""
"49718-0","HIV 1 p24 Ag","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","Antygen p24 HIV 1 Antygen p24 ludzkiego wirusa niedoboru odporności typu 1 Ludzki wirus niedoboru odporności typu 1",""
"49748-7","Lipoproteiny.alfa","stężenie molowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Lipoproteina alfa",""
"49768-5","Filaria Ab.IgG3","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","Filarie Przciwciała IgG3 do filarii Przeciwciała do filarii",""
"49467-4","CD22 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD22",""
"49468-2","CD27 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD27",""
"49473-2","CD123 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD123",""
"49532-5","Influenza wirus A hemaglutynina podtyp RNA","wykrycie lub identyfikacja","punkt w czasie","izolat","cecha","sekwencjonowanie","MICRO","","","Hemaglutynina wirusa grypy typu A Podtyp hemaglutyniny wirusa grypy typu A RNA podtypu hemaglutyniny wirusa grypy typu A Wirus grypy Wirus grypy typ A",""
"49550-7","Leukocyty.CD59 niedobór/100 komórek","frakcja liczbowa","punkt w czasie","krew","ilościowy","","markery komórkowe","","","CD59 Leukocyty Leukocyty CD59 niedobór Leukocyty CD59 niedobór/100 komórek Niedobór CD59",""
"49738-8","Neuronalny jadrowy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","serologia niemikrobiologiczna","","","Przeciwciała do antygenów jądrowych neuronów Przeciwciała onkoneuronalne Przeciwciała przeciwjądrowe",""
"49754-5","Komórki nabłonka.płaskiego","stężenie w jednostkach umownych","punkt w czasie","osad moczu","półilościowy","mikroskopia świetlna","badanie moczu","","","Komórki nabłonka płaskiego",""
"49770-1","Filaria Ab.IgG1","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","metoda immunologiczna","MICRO","","","Filarie Przeciwciała do filarii Przeciwciała IgG1 do filarii",""
"49861-8","Toxocara canis Ab","stężenie w jednostkach umownych","punkt w czasie","XXX","ilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do Toxocara canis Toxocara canis",""
"49093-8","Arbowirus Ab IgG & IgM panel","-","punkt w czasie","surowica","-","immunofluorescencja","panele mikrobiologiczne","","","Arbowirus IgG IgM Panel przeciwciał IgG i IgM do Arbowirus Przeciwciała do Arbowirusa Przeciwciała IgG do Arbowirusa",""
"49178-7","Wirus Epsteina Barr Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa Epsteina-Barr Wirus Epsteina-Barr",""
"49196-9","Brucella abortus Ab","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","MICRO","","","Brucella abortus",""
"49464-1","CD13 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny CD13",""
"49471-6","IgG podklasa 4 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","barwnik immunologiczny IgG IgG podklasa 4 Ag Podklasa IgG4",""
"49480-7","Herpeswirus 8 utajony jądrowy Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","MICRO","","","Antygen utajonego jadrowego Herpeswirusa typu 8 barwnik immunologiczny Herpeswirus Herpeswirus typu 8 Herpeswirus typu 8 utajony jądrowy",""
"49794-1","t (14; 18) (q32; q21.3) (IGH,BCL2) mniejsze punkty przerwania transkryptu fuzyjnego","jednostka umowna","punkt w czasie","szpik kostny","półilościowy","genetyka molekularna","patologia molekularna, translokacje","","","Translokacja (14; 18) (q32; q21.3) (IGH,BCL2) Translokacja (14; 18) (q32; q21.3) (IGH,BCL2) mniejsze punkty przerwania transkryptu genu fuzyjnego Translokacja(14; 18) (q32; q21.3) (IGH,BCL2) transkrypt genu fuzyjnego",""
"49839-4","Eozynofile","granica wykrywalności","punkt w czasie","osad moczu","półilościowy","barwienie Wrighta","morfologia krwi","","","Eozynofile",""
"49907-9","IgA Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","PATH","","","Antygen IgA Immunoglobulina A",""
"49923-6","Proliferacja limfocytu.Stymulacja mitogenem szkarłatki","wskaźnik liczbowy w jednostce czasu","punkt w czasie","krew","ilościowy","","serologia niemikrobiologiczna","","","Limfocyt Proliferacja limfocytu Proliferacja limfocytu.Stymulacja mitogenem szkarłatki",""
"49965-7","HIV 1 Ab/HIV 2 Ab","współczynnik","punkt w czasie","surowica","ilościowy","immunoblotting","MICRO","","","Ludzki wirus niedoboru odporności typu 1 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do HIV 1 Przeciwciała do HIV 2 Wskaźnik: Przeciwciała HIV 1/Przeciwciała HIV 2",""
"50018-1","Wirus cytomegalii Ab.IgG","granica wykrywalności","punkt w czasie","płyn ustrojowy","półilościowy","","MICRO","","","Cytomegalowirus IgG Przecwciała do cytomegalowirusa Przecwciała IgG do cytomegalowirusa",""
"50034-8","Arbowirus Ab.Neutralizujące","wykrycie lub identyfikacja","punkt w czasie","XXX","cecha","test neutralizacji","MICRO","","","Arbowirus Przeciwciała do Arbowirusa Przeciwciała neutralizująće do Arbowirusa",""
"49908-7","Łańcuchy lekkie immunoglobuliny.kappa/łańcuchy lekkie lambda immunoglobuliny","współczynnik masowy","24 godziny","mocz","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy immunoglobulin lekkie kappa / łańcuchy immunoglobulin lekkie lambda Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny Łańcuchy lekkie lambda immunoglobuliny",""
"50015-7","Wirus gorączki zachodniego Nilu Ag","granica wykrywalności","punkt w czasie","krew lub szpik kostny^dawca","półilościowy","","MICRO","","","Antygenu wirusa gorączki zachodniego Nilu",""
"50036-3","Wirus dengi Ab.Neutralizujące","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa dengi Przeciwciała nautralizujące do wirusa dengi Wirus dengi",""
"50037-1","Wirus Powassan Ab.Neutralizujące","granica wykrywalności","punkt w czasie","XXX","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa Powassan Przeciwciała neutralizujące do wirusa Powassan",""
"50196-5","Krew utajona panel","-","punkt w czasie","kał","-","","panele badań biochemicznych","","","Krew utajona panel",""
"50262-5","Retykulocyty, panel","-","punkt w czasie","krew","ilościowy","","panel Morfologii krwi","","","",""
"50363-1","Komosa Ab IgE/całkowita IgE","frakcja umowna","punkt w czasie","surowica","ilościowy","","alergia","","","Całkowite IgE IgE Komosa Przeciwciała IgE do szarłatu szorstkiego (amaranthus retroflexus) Szarłat",""
"50064-5","Prawidłowa waga ciała","masa","punkt w czasie","^pacjent","ilościowy","","BDYWGT.ATOM","","","Ciężar Masa ciała Prawidłowa waga ciała",""
"50234-4","Mieszane wałeczki komórkowe","granica wykrywalności","punkt w czasie","mocz","półilościowy","metoda wspomagana komputerowo","badanie moczu","","","Mieszane wałeczki komórkowe",""
"50236-9","Kryształy fosforanowe.bezpostaciowe","granica wykrywalności","punkt w czasie","mocz","półilościowy","metoda wspomagana komputerowo","badanie moczu","","","Kryształy fosforanowe bezpostaciowe",""
"50309-4","CD138 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","barwnik immunologiczny","PATH","","","Antygen CD138 barwnik immunologiczny CD138",""
"49522-6","Wirus grypy A H3 Ag","granica wykrywalności","punkt w czasie","izolat","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa grypy typ A podtyp H3 Wirus grypy Wirus grypy typ A Wirus grypy typ A podtyp H3",""
