"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","96325-6","Moraxella catarrhalis DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96326-4","Pseudomonas aeruginosa DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96326-4","Pseudomonas aeruginosa DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96327-2","Proteus sp DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96327-2","Proteus sp DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96328-0","Staphylococcus aureus DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96328-0","Staphylococcus aureus DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96329-8","Serratia marcescens DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96329-8","Serratia marcescens DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96330-6","Streptococcus pneumoniae DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96330-6","Streptococcus pneumoniae DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96331-4","Streptococcus pyogenes DNA","NCncRange","Pt","Respiratory.lower","SemiQn","Non-probe.amp.tar","MICRO"
"CHANGED","96331-4","Streptococcus pyogenes DNA","NCncRange","Pt","Respiratory system specimen.lower","SemiQn","Non-probe.amp.tar","MICRO"
"BEFORE","96723-2","Odor","Type","Pt","Respiratory.lower","Nom","","SPEC"
"CHANGED","96723-2","Odor","Type","Pt","Respiratory system specimen.lower","Nom","","SPEC"
"BEFORE","96724-0","Macrophages.alveolar","NCnc","Pt","Respiratory.lower","Qn","Manual count","HEM/BC"
"CHANGED","96724-0","Macrophages.alveolar","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","HEM/BC"
"BEFORE","96725-7","Xanthoma cells","NCnc","Pt","Respiratory.lower","Qn","Manual count","HEM/BC"
"CHANGED","96725-7","Xanthoma cells","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","HEM/BC"
"BEFORE","96726-5","Epithelial cells.ciliated","NCnc","Pt","Respiratory.lower","Qn","Manual count","HEM/BC"
"CHANGED","96726-5","Epithelial cells.ciliated","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","HEM/BC"
"BEFORE","96727-3","Erythrocytes","NCnc","Pt","Respiratory.lower","Qn","Manual count","HEM/BC"
"CHANGED","96727-3","Erythrocytes","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","HEM/BC"
"BEFORE","96728-1","Elastic fibers","NCnc","Pt","Respiratory.lower","Qn","Manual count","PATH"
"CHANGED","96728-1","Elastic fibers","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","PATH"
"BEFORE","96729-9","Coral fibers","NCnc","Pt","Respiratory.lower","Qn","Manual count","PATH"
"CHANGED","96729-9","Coral fibers","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","PATH"
"BEFORE","96730-7","Elastic fibers.calcified","NCnc","Pt","Respiratory.lower","Qn","Manual count","PATH"
"CHANGED","96730-7","Elastic fibers.calcified","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","PATH"
"BEFORE","96731-5","Curschmann's spirals & crystals","Prid","Pt","Respiratory.lower","Nom","Microscopy.light","HEM/BC"
"CHANGED","96731-5","Curschmann's spirals & crystals","Prid","Pt","Respiratory system specimen.lower","Nom","Microscopy.light","HEM/BC"
"BEFORE","96903-0","MDS v3.0 - RAI v1.17.2 - Cognitive patterns - NC, NP, NQ, SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","96903-0","MDS v3.0 - RAI v1.17.2 - Cognitive patterns - NC, NP, NQ, SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","96904-8","MDS v3.0 - RAI v1.17.2 - Bladder and bowel - NC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","96904-8","MDS v3.0 - RAI v1.17.2 - Bladder and bowel - NC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","96906-3","MDS v3.0 - RAI v1.17.2 - Bladder and bowel - NP, NQ, SP","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","96906-3","MDS v3.0 - RAI v1.17.2 - Bladder and bowel - NP, NQ, SP","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","96907-1","MDS v3.0 - RAI v1.17.2 - Cognitive patterns - ND, SD","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","96907-1","MDS v3.0 - RAI v1.17.2 - Cognitive patterns - ND, SD","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","96957-6","SARS coronavirus 2 M gene","PrThr","Pt","Respiratory.upper","Ord","Probe.amp.tar","MICRO"
"CHANGED","96957-6","SARS coronavirus 2 M gene","PrThr","Pt","Respiratory system specimen.upper","Ord","Probe.amp.tar","MICRO"
"BEFORE","96962-6","Bordetella pertussis.pertussis toxin promoter region","PrThr","Pt","Respiratory.lower","Ord","Probe.amp.tar","MICRO"
"CHANGED","96962-6","Bordetella pertussis.pertussis toxin promoter region","PrThr","Pt","Respiratory system specimen.lower","Ord","Probe.amp.tar","MICRO"
"BEFORE","97097-0","SARS coronavirus 2 Ag","PrThr","Pt","Respiratory.upper","Ord","IA.rapid","MICRO"
"CHANGED","97097-0","SARS coronavirus 2 Ag","PrThr","Pt","Respiratory system specimen.upper","Ord","IA.rapid","MICRO"
"BEFORE","97098-8","SARS coronavirus 2 Nsp2 gene","PrThr","Pt","Respiratory.upper","Ord","Probe.amp.tar","MICRO"
"CHANGED","97098-8","SARS coronavirus 2 Nsp2 gene","PrThr","Pt","Respiratory system specimen.upper","Ord","Probe.amp.tar","MICRO"
"BEFORE","97099-6","Influenza virus A & Influenza virus B & SARS coronavirus 2 Ag panel","-","Pt","Respiratory.upper","-","IA.rapid","PANEL.MICRO"
"CHANGED","97099-6","Influenza virus A & Influenza virus B & SARS coronavirus 2 Ag panel","-","Pt","Respiratory system specimen.upper","-","IA.rapid","PANEL.MICRO"
"BEFORE","97104-4","SARS coronavirus 2 ORF1ab region","ACnc","Pt","Respiratory.upper","Qn","Probe.amp.tar","MICRO"
"CHANGED","97104-4","SARS coronavirus 2 ORF1ab region","ACnc","Pt","Respiratory system specimen.upper","Qn","Probe.amp.tar","MICRO"
"BEFORE","97186-1","Bordetella parapertussis IS1001 DNA","PrThr","Pt","Respiratory.lower","Ord","Non-probe.amp.tar","MICRO"
"CHANGED","97186-1","Bordetella parapertussis IS1001 DNA","PrThr","Pt","Respiratory system specimen.lower","Ord","Non-probe.amp.tar","MICRO"
"BEFORE","97593-8","Lymphocyte T-cell & B-cell & Natural killer subsets panel","-","Pt","Respiratory.lower","Qn","Flow cytometry","PANEL.CELLMARK"
"CHANGED","97593-8","Lymphocyte T-cell & B-cell & Natural killer subsets panel","-","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","PANEL.CELLMARK"
"BEFORE","97594-6","Cells.CD3/100 lymphocytes","NFr","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97594-6","Cells.CD3/100 lymphocytes","NFr","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","97595-3","Cells.CD3+CD4+/100 lymphocytes","NFr","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97595-3","Cells.CD3+CD4+/100 lymphocytes","NFr","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","97596-1","Cells.CD3+CD8+/100 lymphocytes","NFr","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97596-1","Cells.CD3+CD8+/100 lymphocytes","NFr","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","97597-9","Cells.CD19/100 lymphocytes","NFr","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97597-9","Cells.CD19/100 lymphocytes","NFr","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","97598-7","Cells.CD3-CD16+CD56+/100 lymphocytes","NFr","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97598-7","Cells.CD3-CD16+CD56+/100 lymphocytes","NFr","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","97599-5","Cells.CD3+CD4+/Cells.CD3+CD8+","NRto","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97599-5","Cells.CD3+CD4+/Cells.CD3+CD8+","NRto","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","97600-1","Cells.CD45","NCnc","Pt","Respiratory.lower","Qn","Flow cytometry","CELLMARK"
"CHANGED","97600-1","Cells.CD45","NCnc","Pt","Respiratory system specimen.lower","Qn","Flow cytometry","CELLMARK"
"BEFORE","98020-1","Leukocytes","NCnc","Pt","Respiratory.lower","Qn","Manual count","HEM/BC"
"CHANGED","98020-1","Leukocytes","NCnc","Pt","Respiratory system specimen.lower","Qn","Manual count","HEM/BC"
"BEFORE","98102-7","Chemokine (C-X-C motif) ligand 10","MCnc","Pt","Ser/Plas","Qn","","CHEM"
"CHANGED","98102-7","Chemokine (C-X-C motif) ligand 10","MCnc","Pt","Ser/Plas/Bld","Qn","","CHEM"
"BEFORE","98121-7","Protein/Creatinine","PrThr","Pt","Urine","SemiQn","Test strip","CHEM"
"CHANGED","98121-7","Protein/Creatinine","PrThr","Pt","Urine","Ord","Test strip","CHEM"
"BEFORE","99130-7","Outcome and assessment information set (OASIS) form - version E","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99130-7","Outcome and assessment information set (OASIS) form - version E","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99131-5","Outcome and assessment information set (OASIS) form - version E - Start of Care","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99131-5","Outcome and assessment information set (OASIS) form - version E - Start of Care","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99132-3","OASIS E - Administrative information - SOC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99132-3","OASIS E - Administrative information - SOC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99138-0","OASIS E - Hearing, speech, and vision - SOC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99138-0","OASIS E - Hearing, speech, and vision - SOC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99140-6","OASIS E - Cognitive Patterns - SOC, ROC, DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99140-6","OASIS E - Cognitive Patterns - SOC, ROC, DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99142-2","OASIS E - Health Conditions - SOC, ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99142-2","OASIS E - Health Conditions - SOC, ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99143-0","OASIS E - Special Treatment, Procedures, and Programs - SOC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99143-0","OASIS E - Special Treatment, Procedures, and Programs - SOC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99144-8","OASIS E - Behavior - SOC, ROC, DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99144-8","OASIS E - Behavior - SOC, ROC, DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99146-3","OASIS E - Active Diagnoses - SOC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99146-3","OASIS E - Active Diagnoses - SOC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99147-1","OASIS E - Preferences for Customary Routine Activities - SOC, ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99147-1","OASIS E - Preferences for Customary Routine Activities - SOC, ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99148-9","OASIS E - Functional Status - SOC, ROC, DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99148-9","OASIS E - Functional Status - SOC, ROC, DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99151-3","OASIS E - Medications - SOC, ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99151-3","OASIS E - Medications - SOC, ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99152-1","OASIS E - Swallowing And Or Nutritional Status - SOC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99152-1","OASIS E - Swallowing And Or Nutritional Status - SOC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99153-9","Outcome and assessment information set (OASIS) form - version E - Follow Up","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99153-9","Outcome and assessment information set (OASIS) form - version E - Follow Up","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99154-7","OASIS E - Functional abilities and goals - FU","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99154-7","OASIS E - Functional abilities and goals - FU","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99155-4","OASIS E - Functional Status - follow up","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99155-4","OASIS E - Functional Status - follow up","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99156-2","OASIS E - Health Conditions - FU","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99156-2","OASIS E - Health Conditions - FU","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99157-0","OASIS E - Skin Conditions - FU","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99157-0","OASIS E - Skin Conditions - FU","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99158-8","Outcome and assessment information set (OASIS) form - version E - Death at Home","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99158-8","Outcome and assessment information set (OASIS) form - version E - Death at Home","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99159-6","OASIS E - Administrative information - DAH","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99159-6","OASIS E - Administrative information - DAH","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99160-4","Outcome and assessment information set (OASIS) form - version E - Resumption of Care","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99160-4","Outcome and assessment information set (OASIS) form - version E - Resumption of Care","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99161-2","OASIS E - Administrative information - ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99161-2","OASIS E - Administrative information - ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99169-5","OASIS E - Active Diagnoses - ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99169-5","OASIS E - Active Diagnoses - ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99170-3","OASIS E - Health Conditions - DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99170-3","OASIS E - Health Conditions - DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99171-1","OASIS E - Swallowing And Or Nutritional Status - ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99171-1","OASIS E - Swallowing And Or Nutritional Status - ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99173-7","OASIS E - Special Treatment, Procedures, and Programs - ROC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99173-7","OASIS E - Special Treatment, Procedures, and Programs - ROC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99174-5","Outcome and assessment information set (OASIS) form - version E - Transfer to an Inpatient Facility","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99174-5","Outcome and assessment information set (OASIS) form - version E - Transfer to an Inpatient Facility","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99175-2","OASIS E - Administrative information - TRN","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99175-2","OASIS E - Administrative information - TRN","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99176-0","OASIS E - Special Treatment, Procedures, and Programs - transfer to an inpatient facility","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99176-0","OASIS E - Special Treatment, Procedures, and Programs - transfer to an inpatient facility","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99177-8","OASIS E - Participation in Assessment and Goal Setting - TRN, DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99177-8","OASIS E - Participation in Assessment and Goal Setting - TRN, DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99178-6","Outcome and assessment information set (OASIS) form - version E - Discharge from Agency","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99178-6","Outcome and assessment information set (OASIS) form - version E - Discharge from Agency","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99179-4","OASIS E - Administrative information - DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99179-4","OASIS E - Administrative information - DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99188-5","OASIS E - Swallowing And Or Nutritional Status - DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99188-5","OASIS E - Swallowing And Or Nutritional Status - DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","99189-3","OASIS E - Skin Conditions - DC","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","99189-3","OASIS E - Skin Conditions - DC","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
